id,sku,name,description,category_id,uom_id,image_url,list_price,cost_price,reorder_level,reorder_quantity,supplier_lead_time_days,status,barcode,created_at,updated_at,is_deleted
298,SKU-00298,Plus Bulb 695W,High-quality Bulb for SmartHome applications.,18,5,,4245.55,2138.32,45,117,28,active,555618892275,2025-10-12 15:56:12,2024-10-26 13:15:23,false
299,SKU-00299,Mini Speaker 689Y,High-quality Speaker for SmartHome applications.,19,1,,1468.58,1314.94,22,90,29,discontinued,462125181810,2025-06-09 14:54:33,2024-02-06 17:45:21,false
300,SKU-00300,Advanced TV 276S,High-quality TV for SmartHome applications.,20,5,,4793.63,2662.6,46,42,8,discontinued,187571334136,2024-09-28 20:37:01,2025-07-26 21:29:27,false
301,SKU-00301,Advanced Meter 277P,High-quality Meter for SmartHome applications.,1,3,,1398.51,494.8,5,156,24,active,485962515042,2025-06-30 04:40:19,2024-10-17 10:44:21,false
302,SKU-00302,Basic Hub 833D,High-quality Hub for SmartHome applications.,2,4,,4740.86,509.9,12,51,14,discontinued,423751079566,2024-04-15 19:41:25,2024-11-07 03:26:51,false
303,SKU-00303,Elite Switch 676S,High-quality Switch for SmartHome applications.,3,4,,2738.58,2417.29,10,46,20,active,496629794195,2025-01-05 17:17:11,2024-03-05 15:28:08,false
304,SKU-00304,Mini Speaker 644S,High-quality Speaker for SmartHome applications.,4,3,,3586.17,1399.65,47,37,24,discontinued,978806864065,2025-06-29 16:48:34,2024-05-06 23:39:22,false
305,SKU-00305,Basic Hub 150L,High-quality Hub for SmartHome applications.,5,4,,824.65,389.87,27,26,27,active,380074022551,2024-11-26 04:21:07,2025-03-20 20:36:42,false
306,SKU-00306,Pro Hub 964Y,High-quality Hub for SmartHome applications.,6,6,,3115.34,1823.77,8,78,15,active,640101809217,2024-09-26 09:32:56,2026-03-01 00:32:58,false
307,SKU-00307,Smart Hub 985T,High-quality Hub for SmartHome applications.,7,4,,1390.35,1124.19,15,191,12,active,465753614978,2024-01-23 09:25:59,2025-12-14 15:48:39,false
308,SKU-00308,Plus Thermostat 465J,High-quality Thermostat for SmartHome applications.,8,5,,2725.07,1844.82,21,56,17,active,707248128440,2025-03-28 08:25:05,2024-09-07 15:16:03,false
309,SKU-00309,Eco Router 990N,High-quality Router for SmartHome applications.,9,3,,3103.02,871.21,14,161,9,discontinued,241075908004,2026-01-27 05:01:37,2025-10-24 18:20:10,false
310,SKU-00310,Basic Sensor 683J,High-quality Sensor for SmartHome applications.,10,3,,3168.5,2609.36,33,87,23,active,388635277949,2024-09-09 07:01:31,2025-12-30 21:08:48,false
311,SKU-00311,Pro Doorbell 164C,High-quality Doorbell for SmartHome applications.,11,2,,640.03,458.18,50,88,10,discontinued,672764310135,2024-11-17 15:14:08,2024-05-06 12:15:33,false
312,SKU-00312,Elite Meter 674C,High-quality Meter for SmartHome applications.,12,5,,4565.5,1133.36,6,59,22,active,788646633760,2026-01-29 06:50:28,2026-04-22 13:42:01,false
313,SKU-00313,Smart Strip 638A,High-quality Strip for SmartHome applications.,13,5,,2938.09,1602.11,15,127,17,active,361001174237,2026-01-27 16:40:54,2025-04-23 04:48:21,false
314,SKU-00314,Eco Speaker 608Z,High-quality Speaker for SmartHome applications.,14,3,,2995,554.38,5,151,16,active,684886641011,2024-04-08 18:14:05,2024-07-28 01:16:28,false
315,SKU-00315,Basic Meter 401M,High-quality Meter for SmartHome applications.,15,1,,2939.67,545.29,33,192,15,active,869347971417,2024-12-28 01:18:26,2025-08-20 06:02:54,false
316,SKU-00316,Advanced Switch 123U,High-quality Switch for SmartHome applications.,16,5,,4175.66,1428.34,25,169,27,active,997909301508,2025-02-19 00:23:44,2024-05-06 22:53:15,false
317,SKU-00317,Pro Sensor 236W,High-quality Sensor for SmartHome applications.,17,6,,3175.06,1539.66,36,158,10,active,946126743967,2024-01-13 01:30:08,2024-06-26 05:24:43,false
318,SKU-00318,Smart Meter 155S,High-quality Meter for SmartHome applications.,18,3,,1157.01,853.6,14,168,19,active,209489176724,2024-03-06 05:22:16,2024-05-06 01:09:39,false
319,SKU-00319,Smart Meter 656Z,High-quality Meter for SmartHome applications.,19,3,,1588.04,880.03,26,113,16,active,252496825040,2024-07-09 11:20:33,2024-09-17 02:16:31,false
320,SKU-00320,Basic Thermostat 388U,High-quality Thermostat for SmartHome applications.,20,1,,1735.45,696.1,43,70,17,active,538301021952,2025-01-18 11:30:50,2025-10-15 07:43:25,false
321,SKU-00321,Basic Bulb 863I,High-quality Bulb for SmartHome applications.,1,2,,3014.43,1548.27,33,141,7,active,292067634121,2024-02-09 20:58:24,2025-04-02 13:37:03,false
322,SKU-00322,Ultra TV 908X,High-quality TV for SmartHome applications.,2,6,,3333.68,2306.61,17,170,10,active,970921991373,2024-04-23 13:06:59,2025-04-14 20:26:36,false
323,SKU-00323,Advanced TV 549B,High-quality TV for SmartHome applications.,3,4,,735.58,541.4,12,98,16,active,568280750553,2025-05-09 15:08:01,2025-08-16 00:19:29,false
324,SKU-00324,Advanced Lock 820F,High-quality Lock for SmartHome applications.,4,1,,2617.81,962.33,15,67,17,active,243370380367,2024-06-07 10:17:46,2024-07-25 10:04:20,false
325,SKU-00325,Pro Thermostat 146M,High-quality Thermostat for SmartHome applications.,5,6,,3011.02,667.48,21,141,9,active,420875160812,2025-12-21 18:34:48,2026-03-07 23:06:35,false
326,SKU-00326,Ultra Plug 530K,High-quality Plug for SmartHome applications.,6,1,,626.43,447.41,43,31,27,active,167117827733,2024-04-22 11:03:51,2024-03-14 16:18:29,false
327,SKU-00327,Ultra Hub 574D,High-quality Hub for SmartHome applications.,7,4,,4801.21,1667.88,41,79,24,active,528149935172,2025-09-23 02:39:43,2026-02-06 17:30:42,false
328,SKU-00328,Elite Camera 922A,High-quality Camera for SmartHome applications.,8,4,,2841.5,1178.62,33,179,7,discontinued,969897160604,2025-02-19 01:43:46,2024-04-03 20:28:26,false
329,SKU-00329,Elite Plug 744I,High-quality Plug for SmartHome applications.,9,1,,3324.28,412.88,36,39,29,active,757014307536,2026-01-06 17:34:21,2024-01-12 14:57:49,false
330,SKU-00330,Premium Thermostat 266C,High-quality Thermostat for SmartHome applications.,10,2,,3368.78,2282.98,19,85,30,active,527779198285,2024-05-03 03:50:00,2024-03-30 02:29:51,false
331,SKU-00331,Smart Doorbell 286D,High-quality Doorbell for SmartHome applications.,11,4,,4517.87,1422.27,9,45,8,discontinued,980036759932,2026-04-24 06:08:27,2025-03-07 01:57:31,false
332,SKU-00332,Plus Doorbell 875P,High-quality Doorbell for SmartHome applications.,12,1,,2213.54,1708.8,38,28,12,active,748806273231,2024-06-14 01:52:01,2025-09-07 16:59:14,false
333,SKU-00333,Smart Speaker 381I,High-quality Speaker for SmartHome applications.,13,2,,2064.58,1050.28,24,161,21,active,696183436507,2024-10-28 15:06:04,2025-04-19 17:03:45,false
334,SKU-00334,Eco Plug 515O,High-quality Plug for SmartHome applications.,14,1,,2724.58,1310.59,26,82,20,active,492933962365,2025-12-29 18:00:03,2026-02-09 00:05:38,false
335,SKU-00335,Eco Thermostat 403A,High-quality Thermostat for SmartHome applications.,15,6,,3821.03,2611.26,32,179,27,active,741932635835,2026-04-14 19:53:47,2024-10-24 17:59:13,false
336,SKU-00336,Eco Sensor 300O,High-quality Sensor for SmartHome applications.,16,2,,4962.69,1046.07,12,112,9,active,360578567979,2026-02-27 07:18:41,2025-07-05 09:03:39,false
337,SKU-00337,Premium Strip 395K,High-quality Strip for SmartHome applications.,17,1,,3252.37,2179.83,5,169,22,active,811311400721,2024-03-08 02:11:06,2026-04-26 16:50:27,false
338,SKU-00338,Ultra Speaker 287K,High-quality Speaker for SmartHome applications.,18,2,,1042.35,859.43,16,161,13,active,407315502334,2026-04-15 15:58:56,2024-05-20 04:57:58,false
339,SKU-00339,Basic Sensor 324Y,High-quality Sensor for SmartHome applications.,19,2,,1627.27,1359.67,23,74,17,active,937224295157,2026-05-03 02:54:13,2024-01-25 11:30:29,false
340,SKU-00340,Eco Router 792N,High-quality Router for SmartHome applications.,20,2,,2902.19,1657.71,45,72,29,active,814709933745,2025-08-02 22:03:36,2025-11-13 18:46:32,false
341,SKU-00341,Smart Hub 778G,High-quality Hub for SmartHome applications.,1,6,,4704.28,1325.01,41,81,24,active,261088121267,2026-04-08 15:36:48,2025-11-16 23:00:43,false
342,SKU-00342,Plus TV 667A,High-quality TV for SmartHome applications.,2,5,,986.6,623.92,47,166,18,discontinued,914732937907,2024-09-11 13:07:10,2026-03-07 05:07:33,false
343,SKU-00343,Pro Speaker 139E,High-quality Speaker for SmartHome applications.,3,4,,2644.63,350.24,13,133,7,active,379014425014,2025-02-02 03:18:17,2024-03-21 16:47:09,false
344,SKU-00344,Basic Bulb 695K,High-quality Bulb for SmartHome applications.,4,4,,1092.51,326.72,46,63,9,active,779351483398,2026-01-07 07:22:45,2024-03-01 00:32:14,false
345,SKU-00345,Elite TV 248X,High-quality TV for SmartHome applications.,5,3,,2070.79,839.48,33,164,21,discontinued,862848628271,2024-12-17 01:39:26,2025-06-10 11:14:46,false
346,SKU-00346,Ultra Doorbell 502F,High-quality Doorbell for SmartHome applications.,6,1,,1784.1,1425.18,38,104,14,discontinued,536633461472,2024-09-15 00:08:57,2024-05-03 23:14:46,false
347,SKU-00347,Premium Thermostat 599T,High-quality Thermostat for SmartHome applications.,7,1,,4961.12,1818.59,29,116,17,active,956441213395,2025-03-14 18:22:42,2024-05-18 05:30:29,false
348,SKU-00348,Elite Plug 971C,High-quality Plug for SmartHome applications.,8,6,,2462.16,1340.8,49,122,19,active,281129431441,2025-03-31 06:53:13,2025-10-20 02:45:08,false
349,SKU-00349,Pro Bulb 633O,High-quality Bulb for SmartHome applications.,9,2,,3898.8,2197.48,35,73,18,active,478020938712,2025-03-17 12:28:24,2024-04-19 10:27:46,false
350,SKU-00350,Basic Meter 970T,High-quality Meter for SmartHome applications.,10,3,,634.08,444.07,25,46,17,active,658138935109,2025-11-19 05:55:46,2024-06-13 02:28:36,false
351,SKU-00351,Smart TV 129U,High-quality TV for SmartHome applications.,11,3,,4059.82,2496.45,48,153,25,active,638713956781,2024-06-04 20:55:29,2024-08-18 04:21:44,false
352,SKU-00352,Elite Switch 925I,High-quality Switch for SmartHome applications.,12,6,,2509.6,998,43,52,26,active,415054632950,2024-01-15 09:20:48,2026-03-21 19:31:02,false
353,SKU-00353,Premium Router 537C,High-quality Router for SmartHome applications.,13,2,,1281.02,655.17,16,41,26,active,738076364720,2025-06-27 15:06:08,2024-06-02 22:38:17,false
354,SKU-00354,Eco Strip 951G,High-quality Strip for SmartHome applications.,14,1,,1535.89,1275.78,10,180,16,active,725974556050,2024-08-09 01:33:06,2026-01-01 06:37:49,false
355,SKU-00355,Ultra TV 310D,High-quality TV for SmartHome applications.,15,5,,2645.38,753.28,27,25,25,active,800585336767,2024-05-07 16:42:50,2025-11-27 21:04:40,false
356,SKU-00356,Plus Switch 932E,High-quality Switch for SmartHome applications.,16,4,,3036.11,324.28,26,107,18,active,564200407042,2026-03-23 08:08:38,2026-02-18 10:35:05,false
357,SKU-00357,Elite Lock 387S,High-quality Lock for SmartHome applications.,17,5,,2319.51,680,36,139,7,active,319289255863,2026-03-14 17:08:17,2024-11-16 04:20:25,false
358,SKU-00358,Elite Sensor 920P,High-quality Sensor for SmartHome applications.,18,3,,2329.95,640.68,45,184,30,discontinued,622342239287,2024-07-06 23:27:03,2024-06-27 22:17:22,false
359,SKU-00359,Elite Plug 666M,High-quality Plug for SmartHome applications.,19,4,,4673.28,2900.47,23,190,14,active,591895717393,2025-09-13 21:08:09,2025-10-02 06:18:08,false
360,SKU-00360,Plus Strip 387Z,High-quality Strip for SmartHome applications.,20,3,,1243.79,871.95,15,114,8,active,919706825879,2025-02-26 17:06:55,2024-07-25 01:34:27,false
361,SKU-00361,Basic Plug 609J,High-quality Plug for SmartHome applications.,1,6,,1323.98,986.47,26,195,14,discontinued,504691249296,2026-01-05 15:49:29,2025-07-05 17:31:13,false
362,SKU-00362,Elite Switch 229V,High-quality Switch for SmartHome applications.,2,4,,1630.1,875,15,23,22,active,256941169555,2024-12-31 08:57:33,2024-01-29 02:25:09,false
363,SKU-00363,Plus Sensor 440E,High-quality Sensor for SmartHome applications.,3,6,,2680.9,350.34,26,102,23,discontinued,416048766428,2024-10-23 19:40:16,2024-07-17 17:41:37,false
364,SKU-00364,Plus Camera 896U,High-quality Camera for SmartHome applications.,4,6,,2821.25,1903.88,43,187,11,active,641194346763,2025-07-18 07:32:42,2024-12-16 11:29:57,false
365,SKU-00365,Ultra Speaker 173I,High-quality Speaker for SmartHome applications.,5,1,,4927.83,1734.83,36,149,8,discontinued,184511349551,2024-10-02 12:24:29,2026-02-09 12:45:13,false
366,SKU-00366,Elite Bulb 268V,High-quality Bulb for SmartHome applications.,6,5,,1790.88,1053.5,41,152,25,active,232415715002,2024-11-07 09:48:39,2024-01-10 23:31:12,false
367,SKU-00367,Mini Switch 653B,High-quality Switch for SmartHome applications.,7,1,,3780.92,2713.62,38,117,29,active,718653672111,2026-02-11 20:27:27,2024-07-18 03:12:13,false
368,SKU-00368,Pro Doorbell 409C,High-quality Doorbell for SmartHome applications.,8,5,,2756.97,1629.93,12,130,7,active,756381271005,2024-12-29 00:30:10,2024-10-15 11:09:03,false
369,SKU-00369,Plus Lock 940N,High-quality Lock for SmartHome applications.,9,2,,2033.95,1011,46,195,19,discontinued,764420170030,2025-03-13 19:12:36,2024-10-16 09:29:28,false
370,SKU-00370,Premium Camera 719B,High-quality Camera for SmartHome applications.,10,6,,1697.19,1066.06,14,129,19,active,246046406436,2024-10-07 22:12:02,2024-09-13 10:45:57,false
371,SKU-00371,Plus Thermostat 668A,High-quality Thermostat for SmartHome applications.,11,3,,3578.47,1530.74,47,48,17,discontinued,251815564914,2024-04-19 20:22:39,2024-06-09 17:16:38,false
372,SKU-00372,Mini Strip 514C,High-quality Strip for SmartHome applications.,12,6,,1613.39,326.02,18,136,14,active,804639702997,2025-02-04 18:19:07,2026-03-08 01:17:57,false
373,SKU-00373,Mini Hub 427B,High-quality Hub for SmartHome applications.,13,4,,858.54,570.94,18,82,13,active,207096655617,2024-06-13 19:31:18,2024-05-04 11:30:48,false
374,SKU-00374,Ultra Thermostat 149T,High-quality Thermostat for SmartHome applications.,14,6,,3242.28,957.56,25,75,28,active,189578999308,2024-04-14 04:28:50,2025-11-28 13:07:45,false
375,SKU-00375,Eco Plug 977U,High-quality Plug for SmartHome applications.,15,4,,1634.28,1237.59,25,53,27,discontinued,340697179102,2025-05-05 05:26:46,2026-04-03 13:24:46,false
376,SKU-00376,Plus Hub 882Z,High-quality Hub for SmartHome applications.,16,6,,1289.77,389.7,9,196,8,active,681988039959,2025-11-09 12:31:52,2024-11-08 22:10:41,false
377,SKU-00377,Premium Sensor 873W,High-quality Sensor for SmartHome applications.,17,2,,3101.03,1508.41,41,197,27,active,516909670710,2025-10-10 20:34:27,2024-06-16 05:38:19,false
378,SKU-00378,Pro Doorbell 536O,High-quality Doorbell for SmartHome applications.,18,5,,3335.35,2323.78,21,57,25,active,594381918780,2024-01-18 02:13:44,2025-03-06 21:04:05,false
379,SKU-00379,Basic Speaker 283G,High-quality Speaker for SmartHome applications.,19,1,,1581.96,1055.25,16,167,30,active,876987036322,2024-10-02 03:59:48,2025-02-27 06:44:26,false
380,SKU-00380,Mini Hub 783D,High-quality Hub for SmartHome applications.,20,6,,2415.53,1055.96,22,79,22,active,372560136912,2025-05-08 04:27:12,2025-05-20 10:07:41,false
381,SKU-00381,Plus Thermostat 864F,High-quality Thermostat for SmartHome applications.,1,1,,2916.08,1888.98,16,34,28,active,650367639325,2024-06-03 14:51:14,2025-03-08 23:27:30,false
382,SKU-00382,Premium TV 357D,High-quality TV for SmartHome applications.,2,3,,3976.07,2184.29,16,143,13,active,957827296629,2025-03-27 00:47:22,2025-05-07 04:59:00,false
383,SKU-00383,Mini Lock 302L,High-quality Lock for SmartHome applications.,3,2,,2274.44,1209.92,25,81,21,active,136030658208,2025-05-26 04:03:14,2026-02-27 11:17:35,false
384,SKU-00384,Premium Bulb 380I,High-quality Bulb for SmartHome applications.,4,2,,4092.46,874.3,36,183,8,active,555182047168,2025-05-03 08:32:13,2024-03-12 19:22:14,false
385,SKU-00385,Pro Thermostat 192F,High-quality Thermostat for SmartHome applications.,5,3,,4041.53,573.03,13,47,12,discontinued,488412888855,2025-03-15 16:08:09,2025-06-17 10:17:40,false
386,SKU-00386,Plus Sensor 795P,High-quality Sensor for SmartHome applications.,6,5,,3178.13,2043.07,33,136,10,active,594090562000,2024-04-18 12:51:58,2026-03-12 15:58:34,false
387,SKU-00387,Elite Thermostat 697G,High-quality Thermostat for SmartHome applications.,7,5,,2028.18,1813.87,24,92,21,active,263832767135,2025-07-07 06:03:55,2025-05-23 17:03:43,false
388,SKU-00388,Smart Sensor 547L,High-quality Sensor for SmartHome applications.,8,4,,534.74,438.61,41,45,22,active,977041518524,2024-09-20 16:06:47,2026-01-30 04:18:06,false
389,SKU-00389,Eco Router 862F,High-quality Router for SmartHome applications.,9,4,,1996.51,885.88,37,42,23,active,413120471256,2025-10-17 11:27:38,2026-01-23 01:53:36,false
390,SKU-00390,Elite Bulb 671C,High-quality Bulb for SmartHome applications.,10,4,,3731.58,1799.81,11,77,10,discontinued,244193730499,2025-07-23 22:25:09,2024-11-14 18:10:31,false
391,SKU-00391,Plus Speaker 754C,High-quality Speaker for SmartHome applications.,11,6,,4794.7,2843.63,26,58,10,active,934714329762,2025-02-11 13:43:18,2025-09-27 00:22:47,false
392,SKU-00392,Ultra Doorbell 299X,High-quality Doorbell for SmartHome applications.,12,2,,2117.26,1603.71,13,148,17,active,941855949420,2024-09-29 11:55:58,2026-02-26 14:02:17,false
393,SKU-00393,Basic Switch 508R,High-quality Switch for SmartHome applications.,13,3,,2432.77,2008.02,7,186,13,active,194878126257,2024-05-09 09:04:39,2025-03-07 11:54:52,false
394,SKU-00394,Basic Thermostat 898O,High-quality Thermostat for SmartHome applications.,14,1,,3441.96,912.07,15,197,26,active,827586274327,2024-04-12 19:24:06,2024-06-14 14:59:46,false
395,SKU-00395,Advanced Switch 782B,High-quality Switch for SmartHome applications.,15,4,,1181.24,664.16,33,199,29,discontinued,338035370507,2025-12-03 09:25:13,2025-09-17 07:53:24,false
396,SKU-00396,Ultra Thermostat 554B,High-quality Thermostat for SmartHome applications.,16,5,,1589.3,1414.68,30,141,27,discontinued,759467501856,2024-12-09 07:49:15,2024-05-21 03:08:19,false
397,SKU-00397,Mini Thermostat 269D,High-quality Thermostat for SmartHome applications.,17,2,,1399.41,1217.51,20,105,25,active,336811761614,2024-12-06 14:54:06,2025-06-25 20:40:42,false
398,SKU-00398,Eco Hub 836K,High-quality Hub for SmartHome applications.,18,3,,4544.97,2976.88,26,122,9,active,415394282956,2025-04-21 10:12:29,2025-10-02 06:10:01,false
399,SKU-00399,Eco Lock 209D,High-quality Lock for SmartHome applications.,19,4,,3338.05,2664.09,22,151,27,active,882570343101,2025-02-05 13:27:00,2024-12-31 06:42:22,false
400,SKU-00400,Smart Doorbell 636X,High-quality Doorbell for SmartHome applications.,20,6,,4137.37,2694.74,40,195,24,active,558565621419,2025-08-27 08:18:49,2025-03-18 05:43:36,false
401,SKU-00401,Premium Doorbell 678Q,High-quality Doorbell for SmartHome applications.,1,4,,4961.35,2073.34,34,102,13,active,297682967590,2024-04-13 06:53:55,2024-02-05 14:58:06,false
402,SKU-00402,Plus Hub 323Y,High-quality Hub for SmartHome applications.,2,5,,583.08,361.91,37,127,23,discontinued,240950873730,2024-12-16 03:08:24,2026-02-19 07:15:09,false
403,SKU-00403,Pro Strip 232B,High-quality Strip for SmartHome applications.,3,2,,2896.38,1841.54,43,148,13,discontinued,493598277196,2025-11-13 11:22:03,2026-03-30 18:54:05,false
404,SKU-00404,Mini Sensor 749Q,High-quality Sensor for SmartHome applications.,4,2,,4265.59,612.11,19,172,12,active,623042010314,2024-09-20 15:54:09,2025-05-16 23:59:31,false
405,SKU-00405,Plus Strip 258A,High-quality Strip for SmartHome applications.,5,3,,3800.12,793.3,6,176,13,active,957993722101,2024-10-13 05:00:58,2026-05-04 10:55:40,false
406,SKU-00406,Elite Thermostat 236V,High-quality Thermostat for SmartHome applications.,6,2,,3704.8,2463.36,17,38,28,discontinued,148168516110,2024-10-19 15:15:21,2024-02-23 10:02:27,false
407,SKU-00407,Eco Sensor 658Z,High-quality Sensor for SmartHome applications.,7,4,,2105.57,336.24,37,167,11,active,443145942104,2024-05-15 01:21:01,2024-11-20 09:27:27,false
408,SKU-00408,Premium Camera 752O,High-quality Camera for SmartHome applications.,8,3,,2371.78,1389.71,17,159,25,active,885818305429,2025-06-01 02:48:11,2026-03-12 14:44:50,false
409,SKU-00409,Mini Router 772J,High-quality Router for SmartHome applications.,9,5,,4312.08,1326.2,17,118,27,active,364236064469,2025-01-27 04:03:53,2024-12-11 21:28:05,false
410,SKU-00410,Ultra Thermostat 504H,High-quality Thermostat for SmartHome applications.,10,3,,4225.87,2729.34,18,86,13,active,155468641405,2024-07-27 16:15:18,2025-05-21 09:39:44,false
411,SKU-00411,Eco TV 651N,High-quality TV for SmartHome applications.,11,1,,3787.75,2488.5,8,146,16,discontinued,207820154897,2025-12-03 09:12:14,2025-06-02 10:42:25,false
412,SKU-00412,Plus Thermostat 673P,High-quality Thermostat for SmartHome applications.,12,1,,1051.98,652.27,19,51,26,active,757229867887,2024-07-23 09:05:34,2026-05-01 10:37:02,false
413,SKU-00413,Mini Doorbell 918V,High-quality Doorbell for SmartHome applications.,13,5,,4314.61,958.78,47,51,9,active,736314899630,2025-02-20 16:35:20,2026-02-24 17:36:28,false
414,SKU-00414,Premium Camera 543K,High-quality Camera for SmartHome applications.,14,2,,1006.07,850.43,42,95,17,active,827383211045,2024-03-24 01:50:01,2026-01-01 06:17:10,false
415,SKU-00415,Elite Speaker 334E,High-quality Speaker for SmartHome applications.,15,1,,4905.63,2373.02,46,116,13,discontinued,453327919799,2025-11-09 04:13:07,2024-10-21 17:13:43,false
416,SKU-00416,Premium Sensor 685Z,High-quality Sensor for SmartHome applications.,16,4,,1868.15,1656.07,43,98,23,active,233125382885,2025-10-30 15:03:15,2024-06-13 06:06:48,false
417,SKU-00417,Basic Speaker 223Q,High-quality Speaker for SmartHome applications.,17,6,,1702.31,529.56,35,159,30,discontinued,551341807656,2026-02-05 10:56:57,2024-08-24 12:00:19,false
418,SKU-00418,Elite Sensor 814T,High-quality Sensor for SmartHome applications.,18,2,,2436.1,592.39,15,167,12,discontinued,781210734241,2024-12-07 21:29:56,2025-05-05 06:36:21,false
419,SKU-00419,Elite TV 872B,High-quality TV for SmartHome applications.,19,3,,1219.73,873.73,6,67,24,discontinued,209296833441,2024-07-17 20:26:57,2025-10-17 07:26:36,false
420,SKU-00420,Advanced Camera 613H,High-quality Camera for SmartHome applications.,20,5,,4864.91,1762.6,44,110,19,active,411739567459,2025-05-17 21:07:27,2025-10-28 19:41:03,false
421,SKU-00421,Ultra Plug 836Q,High-quality Plug for SmartHome applications.,1,4,,4779.89,2349.22,9,140,18,active,589987094366,2025-01-25 15:36:06,2025-04-19 05:56:24,false
422,SKU-00422,Mini Camera 175F,High-quality Camera for SmartHome applications.,2,1,,3963.8,2033.17,37,159,20,active,951848907132,2025-03-06 17:55:39,2026-02-07 09:11:40,false
423,SKU-00423,Elite TV 737E,High-quality TV for SmartHome applications.,3,2,,3626.61,1400.46,36,187,17,discontinued,471289499729,2024-01-25 21:07:19,2025-01-27 04:48:12,false
424,SKU-00424,Pro Lock 895C,High-quality Lock for SmartHome applications.,4,2,,3225.58,2351.03,28,69,19,active,555415652234,2024-09-25 03:43:09,2025-08-25 11:52:25,false
425,SKU-00425,Mini Doorbell 824R,High-quality Doorbell for SmartHome applications.,5,6,,1999.42,1333.56,31,84,26,discontinued,453000519161,2025-06-09 14:40:02,2025-09-14 17:01:18,false
426,SKU-00426,Advanced TV 353V,High-quality TV for SmartHome applications.,6,5,,517.76,434.02,9,59,24,active,319906381083,2025-10-08 23:32:58,2025-01-31 12:43:31,false
427,SKU-00427,Ultra TV 666C,High-quality TV for SmartHome applications.,7,6,,3660.66,1047.6,32,79,24,active,684704332035,2024-08-23 22:01:19,2026-03-16 07:46:39,false
428,SKU-00428,Pro Strip 289F,High-quality Strip for SmartHome applications.,8,2,,2881.02,2448.25,23,77,11,discontinued,968220023651,2025-10-17 02:02:48,2025-01-22 13:30:03,false
429,SKU-00429,Advanced Strip 681V,High-quality Strip for SmartHome applications.,9,3,,3485.58,2842.49,24,26,30,active,536573946369,2025-02-23 02:59:06,2024-02-15 18:41:40,false
430,SKU-00430,Ultra Camera 334A,High-quality Camera for SmartHome applications.,10,3,,792.41,701.61,11,30,12,discontinued,853377691796,2024-05-18 02:08:05,2024-01-05 06:07:23,false
431,SKU-00431,Premium Switch 418L,High-quality Switch for SmartHome applications.,11,4,,1517.61,408.2,25,122,13,active,547658987126,2025-01-07 07:03:26,2024-12-11 08:15:07,false
432,SKU-00432,Advanced Lock 203J,High-quality Lock for SmartHome applications.,12,6,,1670.86,1257.41,28,31,23,discontinued,762695091149,2025-10-13 04:39:57,2025-07-30 12:30:48,false
433,SKU-00433,Elite Bulb 272W,High-quality Bulb for SmartHome applications.,13,3,,2429.79,1106.12,48,142,23,discontinued,189770682828,2026-01-08 07:55:56,2024-02-22 20:42:20,false
434,SKU-00434,Ultra Plug 426T,High-quality Plug for SmartHome applications.,14,3,,1605.27,1437.58,12,141,16,discontinued,482148792613,2024-02-03 04:42:32,2025-01-02 22:55:13,false
435,SKU-00435,Mini Doorbell 724W,High-quality Doorbell for SmartHome applications.,15,5,,846.86,314.01,26,25,24,active,659481995706,2025-10-06 02:51:44,2025-05-31 05:18:37,false
436,SKU-00436,Ultra Speaker 417R,High-quality Speaker for SmartHome applications.,16,6,,4592.62,1944.78,16,117,17,active,855273434360,2025-04-03 18:39:30,2025-11-15 03:58:39,false
437,SKU-00437,Plus Plug 404N,High-quality Plug for SmartHome applications.,17,3,,4410.11,2505.98,43,123,10,discontinued,670725635303,2025-10-30 15:37:45,2025-08-09 06:00:14,false
438,SKU-00438,Basic Plug 881S,High-quality Plug for SmartHome applications.,18,2,,3056.68,2663.75,12,156,7,active,859767064408,2025-06-09 11:49:46,2024-11-15 04:05:39,false
439,SKU-00439,Mini Doorbell 891G,High-quality Doorbell for SmartHome applications.,19,3,,4624.71,2322.96,15,131,30,active,538922383175,2025-06-19 01:10:34,2025-05-31 16:56:39,false
440,SKU-00440,Elite Switch 232V,High-quality Switch for SmartHome applications.,20,3,,4504.08,1175.22,29,168,16,active,137266505604,2024-02-05 22:42:49,2024-08-27 04:06:20,false
441,SKU-00441,Premium Plug 518N,High-quality Plug for SmartHome applications.,1,3,,4363.13,2752.27,19,62,14,discontinued,840276733689,2024-05-04 15:07:11,2024-11-21 17:15:25,false
442,SKU-00442,Advanced Speaker 859D,High-quality Speaker for SmartHome applications.,2,4,,1055.92,330.72,36,58,18,active,387466107027,2024-01-24 02:12:10,2025-08-21 23:08:54,false
443,SKU-00443,Advanced Lock 436P,High-quality Lock for SmartHome applications.,3,6,,936.36,439.73,28,100,22,active,555977843445,2025-04-26 16:11:48,2025-07-16 23:24:05,false
444,SKU-00444,Premium Lock 922T,High-quality Lock for SmartHome applications.,4,5,,4588.09,750.72,25,77,20,discontinued,491988438610,2024-02-24 13:17:03,2024-02-05 00:06:49,false
445,SKU-00445,Premium Switch 988I,High-quality Switch for SmartHome applications.,5,5,,2757.47,2106.07,35,22,21,discontinued,110920479913,2024-06-15 20:29:10,2025-03-02 20:30:43,false
